"dimension1","medium","landingPagePath","exitPagePath","userType","sessionCount","daysSinceLastSession","sessions","pageviews","uniquePageviews","sessionDuration"
21414048072107,"organic","/indexing-with-mongodb/","/indexing-with-mongodb/","New Visitor",1,0,1,1,1,0
21414078657274,"referral","/build-predictive-model-big-data-using-r-mysql-part-2/","/build-predictive-model-big-data-using-r-mysql-part-2/","Returning Visitor",2,1,1,1,1,0
21414078657274,"referral","/build-predictive-model-big-data-using-r-mysql-part-2/","/build-predictive-model-big-data-using-r-mysql-part-3/","New Visitor",1,0,1,2,2,536
21414082047738,"organic","/mongodb-basics-with-shell/","/mongodb-basics-with-shell/","New Visitor",1,0,1,1,1,0
21414084068156,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21414092841389,"organic","/mongodb-aggregation-framework/","/mongodb-aggregation-framework/","New Visitor",1,0,1,2,1,79
21414101061367,"referral","/","/","New Visitor",1,0,1,3,2,32
21414112975222,"(none)","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21414122920248,"(none)","/","/","New Visitor",1,0,1,1,1,0
21414127648158,"organic","/regularization-implementation-r/","/regularization-implementation-r/","New Visitor",1,0,1,1,1,0
21414148129734,"organic","/indexing-with-mongodb/","/indexing-with-mongodb/","New Visitor",1,0,1,1,1,0
21414161142080,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21414164958773,"organic","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,3,2,40
21414169476737,"referral","/build-predictive-model-big-data-using-r-mysql-part-3/","/build-predictive-model-big-data-using-r-mysql-part-3/","New Visitor",1,0,1,1,1,0
21414230857206,"(none)","/category/r/","/category/r/","New Visitor",1,0,1,1,1,0
21414232533923,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21414240036681,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21414257823975,"organic","/linear-regression-with-r-step-by-step-implementation-part-2/","/linear-regression-with-r-step-by-step-implementation-part-2/","Returning Visitor",3,0,1,1,1,0
21414257823975,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21414257823975,"organic","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","Returning Visitor",2,0,1,2,1,597
21414282358576,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21414287627218,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21414347527306,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21414357267746,"referral","/build-predictive-model-on-big-data-using-r-and-mysql-part-1/","/build-predictive-model-on-big-data-using-r-and-mysql-part-1/","New Visitor",1,0,1,1,1,0
21414360298903,"organic","/linear-regression-with-r-step-by-step-implementation-part-1/","/linear-regression-with-r-step-by-step-implementation-part-2/","New Visitor",1,0,1,2,2,15
21414382548520,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21414387192765,"(none)","/","/","New Visitor",1,0,1,1,1,0
21414407447671,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21414443966056,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21414449529637,"referral","/build-predictive-model-big-data-using-r-mysql-part-3/","/build-predictive-model-big-data-using-r-mysql-part-3/","New Visitor",1,0,1,1,1,0
21414485171664,"organic","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","New Visitor",1,0,1,5,3,192
21414500619727,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21414515801885,"organic","/mongodb-basics-with-java/","/mongodb-introduction-part-2/","New Visitor",1,0,1,3,3,66
21414528094436,"organic","/trick-convert-mongo-shell-query-equivalent-java-objects/","/trick-convert-mongo-shell-query-equivalent-java-objects/","New Visitor",1,0,1,1,1,0
21414528467181,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21414533805436,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21414533805436,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","Returning Visitor",2,0,1,1,1,0
21414533805436,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","Returning Visitor",3,9,1,1,1,0
21414533805436,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","Returning Visitor",4,0,1,1,1,0
21414533805436,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","Returning Visitor",5,2,1,1,1,0
21414533805436,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","Returning Visitor",6,0,1,1,1,0
21414552756119,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21414577337863,"referral","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21414582621207,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21414603392623,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21414611616435,"organic","/build-predictive-model-on-big-data-using-r-and-mysql-part-1/","/build-predictive-model-on-big-data-using-r-and-mysql-part-1/","New Visitor",1,0,1,1,1,0
21414613810413,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21414620875037,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21414624671746,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21414644519377,"organic","/predictive-analysis-in-ecommerce/","/mongodb-introduction-part-2/","New Visitor",1,0,1,2,2,8
21414645515387,"referral","/predictive-analysis-in-ecommerce/","/","New Visitor",1,0,1,4,3,36
21414677062043,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21414680493011,"organic","/mongodb-aggregation-framework/","/trick-convert-mongo-shell-query-equivalent-java-objects/","New Visitor",1,0,1,2,2,360
21414681940384,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21414688413221,"organic","/how-can-r-and-hadoop-be-used-together/","/how-can-r-and-hadoop-be-used-together/","New Visitor",1,0,1,1,1,0
21414701834108,"organic","/","/trick-convert-mongo-shell-query-equivalent-java-objects/","New Visitor",1,0,1,2,2,5
21414729050264,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21414741885077,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21414761894408,"(none)","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21414763159688,"organic","/linear-regression-with-r-step-by-step-implementation-part-1/","/linear-regression-with-r-step-by-step-implementation-part-2/","New Visitor",1,0,1,2,2,0
21414763159688,"organic","/linear-regression-with-r-step-by-step-implementation-part-2/","/linear-regression-with-r-step-by-step-implementation-part-1/","Returning Visitor",2,2,1,2,2,45
21414763159688,"organic","/linear-regression-with-r-step-by-step-implementation-part-2/","/linear-regression-with-r-step-by-step-implementation-part-2/","Returning Visitor",3,0,1,1,1,0
21414782684166,"(none)","/","/category/hadoop/","New Visitor",1,0,1,4,4,39
21414788014390,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21414788014390,"organic","/mongodb-schema-design/","/mongodb-schema-design/","Returning Visitor",2,3,1,1,1,0
21414822783666,"(none)","/linear-regression-with-r-step-by-step-implementation-part-2/","/linear-regression-with-r-step-by-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21414832807963,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21414834755462,"organic","/mongodb-aggregation-framework/","/mongodb-aggregation-framework/","New Visitor",1,0,1,1,1,0
21414843343287,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,2,1,190
21414844904083,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21414846431297,"referral","/build-predictive-model-big-data-using-r-mysql-part-2/","/build-predictive-model-big-data-using-r-mysql-part-2/","New Visitor",1,0,1,2,1,1391
21414846431297,"referral","/build-predictive-model-big-data-using-r-mysql-part-2/","/build-predictive-model-big-data-using-r-mysql-part-2/","Returning Visitor",2,0,1,1,1,0
21414859945680,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21414884385780,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21414902444539,"organic","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","New Visitor",1,0,1,1,1,0
21414937771354,"organic","/trick-convert-mongo-shell-query-equivalent-java-objects/","/trick-convert-mongo-shell-query-equivalent-java-objects/","New Visitor",1,0,1,1,1,0
21414938967797,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21414976758616,"referral","/build-predictive-model-big-data-using-r-mysql-part-3/","/build-predictive-model-big-data-using-r-mysql-part-3/","Returning Visitor",2,1,1,4,3,81
21414976758616,"referral","/build-predictive-model-on-big-data-using-r-and-mysql-part-1/","/build-predictive-model-big-data-using-r-mysql-part-3/","New Visitor",1,0,1,9,5,4548
21414992206153,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21414995871776,"organic","/trick-convert-mongo-shell-query-equivalent-java-objects/","/trick-convert-mongo-shell-query-equivalent-java-objects/","New Visitor",1,0,1,1,1,0
21414997634842,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21414997634842,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","Returning Visitor",2,0,1,1,1,0
21415006787764,"organic","/build-predictive-model-on-big-data-using-r-and-mysql-part-1/","/build-predictive-model-on-big-data-using-r-and-mysql-part-1/","Returning Visitor",3,0,1,1,1,0
21415006787764,"organic","/understanding-data-analytics-project-life-cycle/","/mongodb-aggregation-examples/","New Visitor",1,0,1,3,3,1321
21415006787764,"organic","/understanding-data-analytics-project-life-cycle/","/understanding-data-analytics-project-life-cycle/","Returning Visitor",2,0,1,1,1,0
21415022506044,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21415038311193,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21415042903216,"organic","/introduction-mongodb/","/introduction-mongodb/","New Visitor",1,0,1,1,1,0
21415060927768,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21415064519559,"(none)","/regularization-implementation-r/","/regularization-implementation-r/","New Visitor",1,0,1,1,1,0
21415072890043,"organic","/regularization-implementation-r/","/regularization-implementation-r/","New Visitor",1,0,1,1,1,0
21415105618681,"(none)","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21415112957866,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21415135142706,"organic","/linear-regression-with-r-step-by-step-implementation-part-2/","/linear-regression-with-r-step-by-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21415145158974,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,2,1,748
21415159770532,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21415169112148,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21415176606724,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,2,1,85
21415181201876,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21415181286042,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21415184139443,"(none)","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,2,1,178
21415188866971,"organic","/predictive-analysis-in-ecommerce/","/build-predictive-model-big-data-using-r-mysql-part-3/","New Visitor",1,0,1,2,2,151
21415196701941,"organic","/mongodb-schema-design/","/mongodb-aggregation-framework/","New Visitor",1,0,1,5,4,101
21415230458339,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21415242082142,"(none)","/mongodb-aggregation-framework/","/mongodb-aggregation-framework/","New Visitor",1,0,1,1,1,0
21415268855519,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21415269529392,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,2,1,17
21415273433480,"(none)","/","/pattern-recognition/","New Visitor",1,0,1,12,9,731
21415292106663,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21415309038873,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21415328818134,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21415348965686,"organic","/author/vignesh/","/author/vignesh/","New Visitor",1,0,1,1,1,0
21415354737493,"organic","/mongodb-basic-setup-on-windows/","/mongodb-basic-setup-on-windows/","New Visitor",1,0,1,1,1,0
21415376703119,"organic","/understanding-data-analytics-project-life-cycle/","/understanding-data-analytics-project-life-cycle/","New Visitor",1,0,1,1,1,0
21415377178140,"organic","/trick-convert-mongo-shell-query-equivalent-java-objects/","/trick-convert-mongo-shell-query-equivalent-java-objects/","New Visitor",1,0,1,1,1,0
21415379460977,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21415402248585,"organic","/counting-sub-patents-of-given-patents-using-mapreduce/","/counting-sub-patents-of-given-patents-using-mapreduce/","New Visitor",1,0,1,1,1,0
21415411626328,"referral","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21415443460963,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21415535231109,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21415540114126,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21415554057632,"(none)","/","/","New Visitor",1,0,1,1,1,0
21415557005867,"referral","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21415617122988,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21415619466361,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21415631284690,"referral","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21415631859636,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21415641569541,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21415649130215,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21415667443510,"organic","/mongodb-aggregation-framework/","/mongodb-aggregation-framework/","New Visitor",1,0,1,1,1,0
21415673687996,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21415679031949,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21415747036140,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,2,1,971
21415755563555,"organic","/counting-sub-patents-of-given-patents-using-mapreduce/","/counting-sub-patents-of-given-patents-using-mapreduce/","New Visitor",1,0,1,1,1,0
21415769665283,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21415776460660,"organic","/counting-sub-patents-of-given-patents-using-mapreduce/","/counting-sub-patents-of-given-patents-using-mapreduce/","New Visitor",1,0,1,2,1,1067
21415776460660,"organic","/counting-sub-patents-of-given-patents-using-mapreduce/","/counting-sub-patents-of-given-patents-using-mapreduce/","Returning Visitor",2,0,1,6,3,284
21415776460660,"organic","/counting-sub-patents-of-given-patents-using-mapreduce/","/counting-sub-patents-of-given-patents-using-mapreduce/","Returning Visitor",3,0,1,1,1,0
21415785180646,"organic","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","New Visitor",1,0,1,1,1,0
21415789829202,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","New Visitor",1,0,1,2,2,77
21415796560916,"organic","/trick-convert-mongo-shell-query-equivalent-java-objects/","/trick-convert-mongo-shell-query-equivalent-java-objects/","New Visitor",1,0,1,2,1,735
21415803670829,"referral","/build-predictive-model-big-data-using-r-mysql-part-3/","/build-predictive-model-big-data-using-r-mysql-part-3/","New Visitor",1,0,1,1,1,0
21415804645927,"organic","/counting-sub-patents-of-given-patents-using-mapreduce/","/counting-sub-patents-of-given-patents-using-mapreduce/","New Visitor",1,0,1,1,1,0
21415815080938,"referral","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21415826529234,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,2,1,60
21415842875269,"organic","/mongodb-aggregation-framework/","/mongodb-aggregation-framework/","New Visitor",1,0,1,1,1,0
21415898455671,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21415913395987,"organic","/mongodb-aggregation-framework/","/mongodb-aggregation-framework/","Returning Visitor",2,0,1,1,1,0
21415913395987,"organic","/mongodb-schema-design/","/mongodb-aggregation-framework/","New Visitor",1,0,1,3,3,386
21415914475583,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21415917761657,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21415917761657,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","Returning Visitor",2,0,1,1,1,0
21415921875362,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21415943584318,"organic","/trick-convert-mongo-shell-query-equivalent-java-objects/","/trick-convert-mongo-shell-query-equivalent-java-objects/","New Visitor",1,0,1,1,1,0
21415955397664,"organic","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","New Visitor",1,0,1,1,1,0
21415955978950,"(none)","/how-can-r-and-hadoop-be-used-together/","/how-can-r-and-hadoop-be-used-together/","New Visitor",1,0,1,2,1,0
21415955978950,"(none)","/how-can-r-and-hadoop-be-used-together/","/how-can-r-and-hadoop-be-used-together/","Returning Visitor",2,10,1,2,1,1
21415969242728,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21415969242728,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","Returning Visitor",2,0,1,1,1,0
21415978926220,"organic","/understanding-data-analytics-project-life-cycle/","/understanding-data-analytics-project-life-cycle/","New Visitor",1,0,1,1,1,0
21415985213019,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","Returning Visitor",2,3,1,1,1,0
21415985213019,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","New Visitor",1,0,1,2,2,95
21415987654245,"(none)","/how-can-r-and-hadoop-be-used-together/","/how-can-r-and-hadoop-be-used-together/","New Visitor",1,0,1,1,1,0
21415987654245,"(none)","/how-can-r-and-hadoop-be-used-together/","/how-can-r-and-hadoop-be-used-together/","Returning Visitor",2,2,1,1,1,0
21415999997694,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21416002127830,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21416006145408,"organic","/mongodb-basic-setup-on-windows/","/mongodb-basic-setup-on-windows/","New Visitor",1,0,1,1,1,0
21416024877043,"(none)","/","/big-data-and-its-influence/","New Visitor",1,0,1,6,3,320
21416024877043,"organic","/","/linear-regression-with-r-step-by-step-implementation-part-2/","Returning Visitor",2,2,1,3,3,123
21416049812513,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21416062430776,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21416079100838,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
21416082321976,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,2,1,198
21416100382037,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21416112208675,"organic","/mongodb-aggregation-framework/","/mongodb-aggregation-framework/","New Visitor",1,0,1,1,1,0
21416120452828,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21416123795540,"organic","/understanding-data-analytics-project-life-cycle/","/understanding-data-analytics-project-life-cycle/","New Visitor",1,0,1,1,1,0
21416158993147,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21416188971577,"referral","/predictive-analysis-in-ecommerce/","/identify-who-will-revist-your-website-in-next-few-days-using-predictive-anlaysis/","New Visitor",1,0,1,5,5,54
21416203170601,"organic","/build-predictive-model-on-big-data-using-r-and-mysql-part-1/","/build-predictive-model-on-big-data-using-r-and-mysql-part-1/","New Visitor",1,0,1,1,1,0
21416222178555,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21416230078250,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21416231713133,"organic","/linear-regression-with-r-step-by-step-implementation-part-2/","/linear-regression-with-r-step-by-step-implementation-part-2/","Returning Visitor",4,133,1,1,1,0
21416233122855,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21416255141163,"organic","/mongodb-aggregation-examples/","/mongodb-aggregation-examples/","New Visitor",1,0,1,1,1,0
21416270588252,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,2,1,1138
21416277767788,"referral","/build-predictive-model-on-big-data-using-r-and-mysql-part-1/","/category/r/","New Visitor",1,0,1,2,2,160
21416280835479,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21416285363544,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,2,1,223
21416288965238,"organic","/regularization-implementation-r/","/regularization-implementation-r/","New Visitor",1,0,1,1,1,0
21416300547752,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21416305664385,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21416311707428,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21416372190670,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
21416399992300,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21416404254859,"organic","/mongodb-aggregation-examples/","/mongodb-aggregation-examples/","New Visitor",1,0,1,2,1,182
21416404254859,"organic","/trick-convert-mongo-shell-query-equivalent-java-objects/","/trick-convert-mongo-shell-query-equivalent-java-objects/","Returning Visitor",2,15,1,1,1,0
21416409135834,"organic","/category/mongodb/","/category/machine-learning/","Returning Visitor",2,0,1,5,4,14
21416409135834,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
21416409440479,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","New Visitor",1,0,1,2,2,4
21416414846665,"organic","/linear-regression-with-r-step-by-step-implementation-part-2/","/linear-regression-with-r-step-by-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
21416425437788,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
21416426131234,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,2,1,59
21416447153172,"(none)","/introduction-mongodb/","/introduction-mongodb/","New Visitor",1,0,1,1,1,0
21416448145192,"(none)","/build-predictive-model-big-data-using-r-mysql-part-3/","/build-predictive-model-big-data-using-r-mysql-part-3/","New Visitor",1,0,1,1,1,0
21416477799802,"referral","/build-predictive-model-big-data-using-r-mysql-part-3/","/build-predictive-model-big-data-using-r-mysql-part-3/","New Visitor",1,0,1,1,1,0
